place_id,name,types,rating,user_ratings_total,price_level,lat,lon,vicinity,business_status,editorial_summary,website,international_phone_number,cuisine_detected,cuisine_source,top_review_language,top_language_share,n_reviews_fetched,review_language_counts_json,grid_id,log_reviews,cuisine,brand_name_clean,is_chain,type_restaurant,type_cafe,type_bar,type_meal_takeaway,type_meal_delivery,type_bakery,type_night_club,type_store,expected_rating,hype_residual
ChIJy-zy-B8KxkcR0fi7K18WoT0,Nawaab,"establishment,food,point_of_interest,restaurant",4.2,599.0,2.0,52.34505799999999,4.8905974,"Scheldestraat 100, Amsterdam",OPERATIONAL,,http://www.restaurant-nawaab.com/,+31 20 675 3976,indian,reviews,en,1.0,5,"{""en"": 5}",8,6.396929655216146,indian,,0,1,0,0,0,0,0,0,0,4.369518231535922,-0.16951823153592205
ChIJc2vzAyAKxkcRfoRPtIRv_JA,Buffalo Steakhouse,"establishment,food,point_of_interest,restaurant",4.3,578.0,2.0,52.3451767,4.8911986,"Scheldestraat 93, Amsterdam",OPERATIONAL,,https://buffalosteakhouse.nl/,+31 20 471 4141,american,reviews,en,1.0,5,"{""en"": 5}",8,6.361302477572996,american,,0,1,0,0,0,0,0,0,0,4.056590185997008,0.2434098140029919
ChIJiXmf6iAKxkcRc2xh7_OuPyE,Wingman Amsterdam,"establishment,food,meal_takeaway,point_of_interest,restaurant",4.2,206.0,,52.343901,4.8954677,"Maasstraat 116, Amsterdam",OPERATIONAL,,https://wingman020.nl/,,french,reviews,en,1.0,5,"{""en"": 5}",8,5.332718793265369,french,,0,1,0,0,1,0,0,0,0,4.57099156128699,-0.3709915612869894
ChIJM166PCAKxkcReEs2B7E2D-8,De Nieuwe RAI,"establishment,food,point_of_interest,restaurant",4.3,760.0,2.0,52.343875,4.891424,"Europaplein 1, Amsterdam",OPERATIONAL,"Housemade comfort food, wine & all-day breakfast served in an informal venue with a terrace.",http://broodjeszaakdenieuwerai.nl/,+31 20 679 1612,american,reviews,en,1.0,5,"{""en"": 5}",8,6.634633357861686,american,,0,1,0,0,0,0,0,0,0,4.080292833231635,0.219707166768365
ChIJT9BcXzwKxkcRbtUDe82wAoQ,Minigolf Amstelpark,"establishment,food,point_of_interest,restaurant",4.5,712.0,,52.3318027,4.893272200000001,"Amstelpark 2 B, Amsterdam",OPERATIONAL,,http://www.minigolfamstelpark.nl/,+31 20 404 4209,unknown,,en,1.0,5,"{""en"": 5}",8,6.569481420414296,unknown,,0,1,0,0,0,0,0,0,0,4.384399053663084,0.11560094633691609
ChIJr2DprYoJxkcRCcEM0BM26aA,Vinnies,"cafe,establishment,food,point_of_interest,restaurant,store",4.7,743.0,2.0,52.3461254,4.8913307,"Scheldestraat 45BG, Amsterdam",OPERATIONAL,,http://www.vinnieshomepage.com/,,unknown,,en,1.0,5,"{""en"": 5}",8,6.612041034833092,unknown,,0,1,1,0,0,0,0,0,1,4.4045584058014935,0.2954415941985067
ChIJSznhGiAKxkcRH4PK6QAOeSI,Orbit,"bar,establishment,food,night_club,point_of_interest,restaurant",4.3,278.0,2.0,52.345019,4.891172,"Scheldestraat 95, Amsterdam",OPERATIONAL,Contemporary pan-Asian sharing plates are served in this stylish restaurant with a terrace.,http://www.restaurantorbit.nl/,+31 20 672 2922,indian,reviews,en,1.0,5,"{""en"": 5}",8,5.631211781821365,indian,,0,1,0,1,0,0,0,1,0,4.166494467320041,0.13350553267995924
ChIJ_z4mAyAKxkcRmaxRbH3RGhk,At Seven,"bakery,bar,establishment,food,point_of_interest,restaurant,store",4.4,555.0,2.0,52.34520329999999,4.8905799,"Scheldestraat 92, Amsterdam",OPERATIONAL,"Stylish, modern daytime cafe with coffee, pastries, salads & sandwiches, plus a play area.",http://at7online.nl/new/contact/,+31 20 670 9295,american,reviews,en,1.0,5,"{""en"": 5}",8,6.320768294250582,american,,0,1,0,1,0,0,1,0,1,4.235033585522242,0.1649664144777585
ChIJlcqs_6wLxkcRyTdAq-PEzLE,Shakshuk Zuid,"establishment,food,meal_delivery,point_of_interest,restaurant",4.4,164.0,,52.3354913,4.883559099999999,"Antonio Vivaldistraat 3, Amsterdam",OPERATIONAL,,http://www.shakshuk.nl/,+31 20 214 9918,middle_eastern,reviews,en,1.0,5,"{""en"": 5}",8,5.10594547390058,middle_eastern,,0,1,0,0,0,1,0,0,0,4.079083454404193,0.3209165455958072
ChIJtyJ3YD0KxkcRSDvA5GJStXc,RESTAURANT URBN FOOD & DRINK,"establishment,food,point_of_interest,restaurant",3.2,57.0,,52.3337095,4.8884278,"Europaboulevard 10, Amsterdam",OPERATIONAL,,https://www.novotelamsterdamcity.com/restaurant/,+31 20 541 1123,unknown,,en,1.0,5,"{""en"": 5}",8,4.060443010546419,unknown,,0,1,0,0,0,0,0,0,0,4.581410655017283,-1.3814106550172829
ChIJC4En2FQLxkcRZcVLjr_Stsk,Vascobelo V-point Eurocenter.,"cafe,establishment,food,point_of_interest,restaurant",4.5,59.0,2.0,52.33574549999999,4.8889717,"Barbara Strozzilaan 336, Amsterdam",OPERATIONAL,,https://vascobelo.com/cafe-brasseries/17/amsterdam-eurocenter,+31 6 18587650,unknown,,en,1.0,5,"{""en"": 5}",8,4.0943445622221,unknown,,0,1,1,0,0,0,0,0,0,4.651393624810162,-0.15139362481016239
ChIJ2QUFnREKxkcROayIJZ8UBsU,Le Pain Quotidien,"bakery,cafe,establishment,food,point_of_interest,restaurant,store",3.9,611.0,3.0,52.3313921,4.8790056,"Van Leijenberghlaan 130, Amsterdam",OPERATIONAL,,https://lepainquotidien.com/nl/stores/gelderlandplein?utm_source=gmb&utm_medium=business-listing,+31 20 362 6996,unknown,,en,1.0,5,"{""en"": 5}",8,6.416732282512326,unknown,,0,1,1,0,0,0,1,0,1,4.377618434026809,-0.47761843402680926
ChIJ7V5Oai0KxkcRcctSgGOZ5fU,Mercure Amsterdam City Hotel,"establishment,food,lodging,point_of_interest,restaurant",4.3,4927.0,,52.335288,4.9134904,"Joan Muyskenweg 10, Amsterdam",OPERATIONAL,"Classic rooms in a polished riverside hotel featuring a gym, a restaurant/lounge & bike rentals.",https://all.accor.com/lien_externe.svlt?goto=fiche_hotel&code_hotel=1244&merchantid=seo-maps-NL-1244&sourceid=aw-cen&utm_medium=seo%20maps&utm_source=google%20Maps&utm_campaign=seo%20maps,+31 20 721 9176,unknown,,en,1.0,5,"{""en"": 5}",9,8.502688505213357,unknown,,0,1,0,0,0,0,0,0,0,4.423476598454965,-0.12347659845496484
ChIJ70HA6dMLxkcRGASJH4vZ2Ok,McDonald's,"establishment,food,meal_takeaway,point_of_interest,restaurant",3.3,2920.0,2.0,52.3376625,4.921458299999999,"Spaklerweg 38, Amsterdam",OPERATIONAL,"Classic, long-running fast-food chain known for its burgers & fries.",https://mcdonaldsrestaurant.nl/amsterdam-spaklerweg,+31 20 465 0466,unknown,,en,1.0,5,"{""en"": 5}",9,7.979681302387741,unknown,,0,1,0,0,1,0,0,0,0,4.355227214123999,-1.055227214123999
ChIJGb9v0oAJxkcRi95rEb68F7U,Café Vrijdag Amsterdam,"bar,cafe,establishment,food,point_of_interest,restaurant",4.2,1667.0,2.0,52.3466667,4.911111099999999,"Amsteldijk 137, Amsterdam",OPERATIONAL,"Easygoing joint dishing up burgers, sandwiches, fish & meat plates, plus coffee, cocktails & beer.",https://www.restaurantcafevrijdag.nl/nl/?utm_source=google&utm_medium=organic&utm_campaign=gbp-listing&utm_content=cafevrijdagamsterdam,+31 20 779 7793,american,reviews,en,1.0,5,"{""en"": 5}",9,7.419380582918692,american,,0,1,1,1,0,0,0,0,0,4.4810870962434795,-0.2810870962434793
ChIJseN9i4cJxkcRvvn_p_ZfFcE,Kong Kha,"establishment,food,meal_delivery,point_of_interest,restaurant",4.3,234.0,2.0,52.3452111,4.905931499999999,"Rijnstraat 87, Amsterdam",OPERATIONAL,,http://www.kongkha.nl/,+31 20 661 2578,indian,reviews,en,1.0,5,"{""en"": 5}",9,5.459585514144159,indian,,0,1,0,0,0,1,0,0,0,4.24497166000097,0.055028339999029896
ChIJ3bjBHikKxkcRaGti9uiHyqI,Fratelli dItalia,"establishment,food,meal_takeaway,point_of_interest,restaurant",3.9,95.0,,52.341086,4.906909,"Rijnstraat 248, Amsterdam",OPERATIONAL,,http://www.fratelliditalia.nl/,+31 20 646 2123,italian,reviews,en,1.0,5,"{""en"": 5}",9,4.564348191467836,italian,,0,1,0,0,1,0,0,0,0,3.985403746903992,-0.08540374690399188
ChIJTWHE2C4KxkcR5YEQ6sE52hg,Amstel Boathouse,"establishment,food,point_of_interest,restaurant",4.2,1241.0,2.0,52.3384361,4.9066227,"Amsteldijk 223, Amsterdam",OPERATIONAL,"Laid-back eatery with a terrace along the Amstel River serving global dishes & desserts, plus wine.",http://www.amstelboathouse.nl/,+31 20 221 1505,japanese,reviews,en,1.0,5,"{""en"": 5}",9,7.124478262493424,japanese,,0,1,0,0,0,0,0,0,0,4.460577636155685,-0.2605776361556851
ChIJFVIDQC0KxkcRaACEGC6dP8A,Floor Restaurant & Lounge,"establishment,food,point_of_interest,restaurant",4.0,53.0,,52.3352818,4.914009699999999,"Joan Muyskenweg 10, Amsterdam",OPERATIONAL,,https://restaurants.accorhotels.com/nl/restaurant-1244_R005-floor-restaurant-lounge-amsterdam.shtml,+31 20 721 9176,italian,reviews,en,1.0,5,"{""en"": 5}",9,3.9889840465642745,italian,,0,1,0,0,0,0,0,0,0,4.5072557812755045,-0.5072557812755045
ChIJXxMBZi0KxkcRC9EaMAr3jzo,Van der Valk Hotel Amsterdam - Amstel,"bar,establishment,food,lodging,parking,point_of_interest,restaurant",4.4,2214.0,,52.3332259,4.9147943,"Joan Muyskenweg 20, Amsterdam",OPERATIONAL,"Colorful rooms in a laid-back hotel offering a gym & an outdoor pool, plus informal dining.",https://www.vandervalkamsterdam.com/?utm_source=google&utm_medium=organic&utm_campaign=gmb_amsterdam,+31 20 800 1100,unknown,,en,1.0,5,"{""en"": 5}",9,7.703007682479236,unknown,,0,1,0,1,0,0,0,0,0,4.456462514624611,-0.05646251462461027
ChIJ_1InTSgKxkcRxhilQFyZXZY,Italiaanse cateraar - Eatalia Gastronomia,"cafe,establishment,food,point_of_interest,restaurant,store",4.7,262.0,1.0,52.34301199999999,4.906863,"Uiterwaardenstraat 114, Amsterdam",OPERATIONAL,,http://www.eataliagastronomia.nl/,+31 20 644 5308,italian,reviews,en,1.0,5,"{""en"": 5}",9,5.572154032177765,italian,,0,1,1,0,0,0,0,0,1,4.362185928281245,0.3378140717187552
ChIJZU9S9dELxkcRoySk_xtjvjM,FEBO Amsterdam - Daniël Goedkoopstraat,"establishment,food,point_of_interest,restaurant",3.8,423.0,1.0,52.3349457,4.922118,"Daniël Goedkoopstraat 13B, Amsterdam",OPERATIONAL,,https://www.febo.nl/,+31 20 737 1576,unknown,,en,1.0,5,"{""en"": 5}",9,6.049733455231958,unknown,,0,1,0,0,0,0,0,0,0,4.537454520678461,-0.7374545206784608
ChIJe3oxktMLxkcRU1_gZsP0cYQ,Ruby Emma Hotel & Bar,"establishment,food,lodging,point_of_interest,restaurant",4.4,2667.0,,52.3383204,4.9210623,"Amstelvlietstraat 4, Amsterdam",OPERATIONAL,"Hip quarters, some with kitchens, in an eco-chic hotel offering a modern restaurant & cocktail bar.",https://www.ruby-hotels.com/hotels-destinations/amsterdam/ruby-emma,+31 20 245 7280,european,reviews,en,1.0,5,"{""en"": 5}",9,7.889084407035514,european,,0,1,0,0,0,0,0,0,0,4.37448815123733,0.025511848762670652
ChIJ44XZNigKxkcR_ZvuUU-AaT8,Vascobelo V-bar Rijnstraat,"bar,cafe,establishment,food,point_of_interest,restaurant",4.3,596.0,2.0,52.3438133,4.9064839,"Rijnstraat 117, Amsterdam",OPERATIONAL,,https://vascobelo.com/locaties/v-bar/rijnstraat/l101c15,+31 85 888 1465,unknown,,en,1.0,5,"{""en"": 5}",9,6.391917113392602,unknown,,0,1,1,1,0,0,0,0,0,4.513999199403125,-0.2139991994031254
ChIJvZRYx9QLxkcRTUYpW3Say80,George Marina,"establishment,food,point_of_interest,restaurant",3.6,1004.0,3.0,52.34197959999999,4.9187423,"Spaklerweg 10A, Amsterdam",OPERATIONAL,"Chic restaurant with a broad menu of global dishes, including sushi, lobster & other fresh seafood.",https://georgemarina.nl/,+31 20 894 5373,japanese,editorial_summary,en,1.0,5,"{""en"": 5}",9,6.912742820493176,japanese,,0,1,0,0,0,0,0,0,0,4.442205285588281,-0.8422052855882813
ChIJc4tE9IcJxkcRvppGP2Wo7iI,Sushi Su,"establishment,food,point_of_interest,restaurant",4.2,276.0,,52.3451332,4.905385799999999,"Rijnstraat 88, Amsterdam",OPERATIONAL,,http://www.sushisu.nl/,+31 20 412 9646,japanese,name,en,1.0,5,"{""en"": 5}",9,5.6240175061873385,japanese,,0,1,0,0,0,0,0,0,0,4.486301146425525,-0.28630114642552495
ChIJxyMLxYkJxkcR0P80waWPe8I,Café Blek,"bar,establishment,food,point_of_interest,restaurant",4.3,357.0,2.0,52.3460929,4.8996543,"Waalstraat 48, Amsterdam",OPERATIONAL,,http://www.cafeblek.nl/,+31 20 370 7744,unknown,,en,1.0,5,"{""en"": 5}",9,5.8805329864007,unknown,,0,1,0,1,0,0,0,0,0,4.554407127939912,-0.2544071279399125
ChIJnVgVFSgKxkcRt9I7oOyjb94,Eetcafé De Rijncantine,"establishment,food,point_of_interest,restaurant",4.4,214.0,2.0,52.3436627,4.9052878,"Trompenburgstraat 147, Amsterdam",OPERATIONAL,,http://rijncantine.nl/,+31 20 362 9971,unknown,,en,1.0,5,"{""en"": 5}",9,5.3706380281276624,unknown,,0,1,0,0,0,0,0,0,0,4.543277512470472,-0.1432775124704717
ChIJZ6T7uSkKxkcRcR5gCIbn9I4,Everything for the Lunch,"establishment,food,point_of_interest,restaurant",4.6,174.0,1.0,52.343169,4.9076982,"Uiterwaardenstraat 98-HS, Amsterdam",OPERATIONAL,,https://www.allesvoordelunch.nl/,+31 20 644 8663,unknown,,en,1.0,5,"{""en"": 5}",9,5.1647859739235145,unknown,,0,1,0,0,0,0,0,0,0,4.551535874674246,0.04846412532575339
ChIJPanh_38JxkcReoTjRXFg3JU,Café Blooker,"bar,establishment,food,point_of_interest,restaurant",4.3,408.0,2.0,52.3443495,4.917268099999999,"Amstelplein 4, Amsterdam",OPERATIONAL,,http://www.blooker.nl/,+31 20 694 4773,american,reviews,en,1.0,5,"{""en"": 5}",9,6.013715156042802,american,,0,1,0,1,0,0,0,0,0,4.376051780471331,-0.07605178047133077
ChIJy8ipJcMLxkcRZhOtJLMYe8M,Restaurant Amstelle,"establishment,food,point_of_interest,restaurant",4.5,310.0,,52.3331479,4.914689399999999,"Joan Muyskenweg 20, Amsterdam",OPERATIONAL,,http://restaurantamstelle.nl/,+31 20 800 1100,unknown,,en,1.0,5,"{""en"": 5}",9,5.739792912179234,unknown,,0,1,0,0,0,0,0,0,0,4.492840398901572,0.007159601098427615
ChIJBST18WYLxkcRaswl-BbjGh0,YanYan | Fly by dumpling house • The Lab,"establishment,food,point_of_interest,restaurant",4.8,73.0,,52.3413234,4.907341800000001,"Rijnstraat 229, Amsterdam",CLOSED_TEMPORARILY,,https://yanyandumplings.com/,+31 20 221 3116,chinese,name,en,1.0,5,"{""en"": 5}",9,4.30406509320417,chinese,,0,1,0,0,0,0,0,0,0,4.648011873685315,0.15198812631468517
ChIJkYchXCsKxkcRtr35TobcvTQ,tHUIS aan de AMSTEL,"cafe,establishment,food,point_of_interest,restaurant",4.4,1881.0,2.0,52.3395222,4.9148999,"Korte Ouderkerkerdijk 45, Amsterdam",OPERATIONAL,"Locally sourced specialties & homemade cakes served in a homestyle, riverside cafe with a terrace.",http://thuisaandeamstel.nl/,+31 20 354 7520,unknown,,en,1.0,5,"{""en"": 5}",9,7.540090320145325,unknown,,0,1,1,0,0,0,0,0,0,4.504401380081827,-0.10440138008182664
ChIJNffMWWALxkcRk9yErHKn-Mc,Restaurant Laya (Amsterdam RAI),"establishment,food,point_of_interest,restaurant",4.9,210.0,,52.3378509,4.894012,"Hogelandplein 1C, Amsterdam",OPERATIONAL,,https://restaurantlaya.nl/,+31 20 337 8619,american,reviews,en,1.0,5,"{""en"": 5}",9,5.351858133476067,american,,0,1,0,0,0,0,0,0,0,4.183211833475038,0.716788166524962
ChIJBSactc0LxkcRdLuE43K3qeY,Guru Restaurant,"establishment,food,point_of_interest,restaurant",4.8,1311.0,2.0,52.3425673,4.9069004,"Rijnstraat 157, Amsterdam",OPERATIONAL,,https://the-guru.nl/,+31 20 358 5717,indian,reviews,en,1.0,5,"{""en"": 5}",9,7.179307969504034,indian,,0,1,0,0,0,0,0,0,0,4.47082025177794,0.3291797482220602
ChIJFepjd7oLxkcRf--jYYUy8ao,Restaurant Showw,"establishment,food,point_of_interest,restaurant",4.9,166.0,,52.3373962,4.892786399999999,"Gelrestraat 28, Amsterdam",OPERATIONAL,,https://www.restaurantshoww.com/,+31 20 280 0816,unknown,,en,1.0,5,"{""en"": 5}",9,5.117993812416755,unknown,,0,1,0,0,0,0,0,0,0,4.5903167340059206,0.3096832659940798
ChIJpX_fiyMKxkcRtZksQDNs0fo,Happy Italy Amsterdam,"establishment,food,meal_takeaway,point_of_interest,restaurant,store",3.6,2899.0,1.0,52.33850169999999,4.893508,"Zuidelijke Wandelweg 78, Amsterdam",OPERATIONAL,,https://happyitaly.nl/locaties/amsterdam/?utm_source=google&utm_medium=organic&utm_campaign=gbp-listing&utm_content=amsterdam,+31 20 262 5426,italian,reviews,en,1.0,5,"{""en"": 5}",9,7.9724660159745655,italian,,0,1,0,0,1,0,0,0,1,4.270389005831303,-0.6703890058313031
ChIJiRko-NELxkcRcrjr7i5AuQc,Postillion Hotel & Convention Centre Amsterdam,"establishment,food,lodging,point_of_interest,restaurant",4.3,2200.0,,52.3334657,4.9218148,"Paul van Vlissingenstraat 9-11, Amsterdam",OPERATIONAL,"Streamlined hotel offering relaxed rooms & a restaurant, plus a gym & conference facilities.",https://www.postillionhotels.com/amsterdam/,+31 20 820 4410,middle_eastern,reviews,en,1.0,5,"{""en"": 5}",9,7.696667081526462,middle_eastern,,0,1,0,0,0,0,0,0,0,4.37448815123733,-0.07448815123732988
ChIJwde1E_MJxkcRi15OccmqqRY,Pizza Donna,"establishment,food,meal_delivery,meal_takeaway,point_of_interest,restaurant",3.8,198.0,,52.345929,4.905076,"Rijnstraat 60, Amsterdam",OPERATIONAL,,https://www.pizzadonna.nl/,+31 20 675 0736,italian,name,en,1.0,5,"{""en"": 5}",9,5.293304824724492,italian,,0,1,0,0,1,1,0,0,0,4.17459891552795,-0.3745989155279501
ChIJ72cFhZsLxkcRJNSHHow-6o4,The Roastary Bar Bistro,"bar,establishment,food,point_of_interest,restaurant",4.8,58.0,,52.3427157,4.9022751,"Waalstraat 103, Amsterdam",OPERATIONAL,,https://www.theroastarywaalstraat.nl/menukaart/,+31 20 823 3517,french,name,en,1.0,5,"{""en"": 5}",9,4.07753744390572,french,,0,1,0,1,0,0,0,0,0,4.719451186323587,0.08054881367641276
ChIJ7WxPzCkKxkcRqBYubG-VsEE,La Maria,"establishment,food,point_of_interest,restaurant",4.3,221.0,,52.3439764,4.9074174,"Vechtstraat 79, Amsterdam",OPERATIONAL,"Handcrafted pizzas pair with wine in this cozy, wood-furnished space with a rustic, vintage vibe.",http://www.restaurantlamaria.com/,+31 20 644 0712,italian,reviews,en,1.0,5,"{""en"": 5}",9,5.402677381872279,italian,,0,1,0,0,0,0,0,0,0,4.290717715580216,0.009282284419783515
ChIJPf-l0vYLxkcR96nRe43aIq8,Ventuno Skylounge,"bar,establishment,food,point_of_interest,restaurant",4.5,853.0,,52.3382839,4.9209056,"Amstelvlietstraat 4, Amsterdam",OPERATIONAL,,https://www.ventunoskylounge.com/,+31 20 723 4821,unknown,,en,1.0,5,"{""en"": 5}",9,6.74993119378857,unknown,,0,1,0,1,0,0,0,0,0,4.534199517739309,-0.03419951773930929
ChIJQ9c03IcJxkcRi0Z9-j6EPr4,Indonesia Indah Amsterdam,"establishment,food,meal_takeaway,point_of_interest,restaurant",4.4,199.0,2.0,52.346447,4.904718,"Vrijheidslaan 94HS, Amsterdam",OPERATIONAL,,http://www.indonesiaindah.nl/,+31 20 673 7878,chinese,reviews,en,1.0,5,"{""en"": 5}",9,5.298317366548036,chinese,,0,1,0,0,1,0,0,0,0,4.511638501742822,-0.11163850174282164
ChIJoXS5wtQLxkcRi6WqkJykjDk,L'Osteria,"establishment,food,point_of_interest,restaurant",4.1,3398.0,2.0,52.3409927,4.918114,"Korte Ouderkerkerdijk 16, Amsterdam",OPERATIONAL,,https://losteria.net/nl/restaurants/,+31 20 215 3777,italian,name,en,1.0,5,"{""en"": 5}",9,8.131236549696116,italian,,0,1,0,0,0,0,0,0,0,4.3430864615873315,-0.24308646158733183
ChIJ9xVEMygKxkcRKmHlwFqiXjE,remouillage,"establishment,food,point_of_interest,restaurant",4.6,169.0,,52.3438989,4.9070259,"Trompenburgstraat 111, Amsterdam",OPERATIONAL,,http://cafe.remouillage.com/,+31 6 15315103,unknown,,en,1.0,5,"{""en"": 5}",9,5.135798437050262,unknown,,0,1,0,0,0,0,0,0,0,4.5903167340059206,0.009683265994079093
ChIJdcB-KyIKxkcRONSXHEVrYJk,Kreeftenbar,"bar,establishment,food,night_club,point_of_interest,restaurant",4.2,468.0,2.0,52.33987699999999,4.892914900000001,"Flow Amsterdam, Europaboulevard 7, Amsterdam",OPERATIONAL,,http://www.amskreeftenbar.nl/,+31 20 661 8400,chinese,reviews,en,1.0,5,"{""en"": 5}",9,6.150602768446279,chinese,,0,1,0,1,0,0,0,1,0,4.368531525148368,-0.1685315251483681
ChIJsZjVG3sLxkcRBG7vp3yuncw,Selva Restaurant,"establishment,food,point_of_interest,restaurant",4.7,1148.0,,52.3384323,4.8910909,"Europaboulevard 2b, Amsterdam",OPERATIONAL,,https://www.selva-restaurant.com/en/,+31 20 800 3224,unknown,,en,1.0,5,"{""en"": 5}",9,7.046647277848756,unknown,,0,1,0,0,0,0,0,0,0,4.518073758626969,0.1819262413730316
ChIJ-9WmHMELxkcROLdnJlGP4Eo,The All Out Amsterdam,"bar,establishment,food,night_club,point_of_interest,restaurant",4.7,329.0,,52.340393,4.892971999999999,"Flow Amsterdam, Europaboulevard 1B, Amsterdam",OPERATIONAL,,https://www.theallout.com/,+31 20 261 3583,unknown,,en,1.0,5,"{""en"": 5}",9,5.799092654460526,unknown,,0,1,0,1,0,0,0,1,0,4.427695074759784,0.2723049252402161
ChIJS8I5UrgLxkcRPeVbJmFpf5U,MOKAFE,"cafe,establishment,food,meal_takeaway,point_of_interest,restaurant,store",4.9,1199.0,,52.34414330000001,4.9085551,"Trompenburgstraat 103, Amsterdam",OPERATIONAL,,https://instagram.com/mokafe.amsterdam?igshid=NGVhN2U2NjQ0Yg==,+31 20 226 9117,unknown,,en,1.0,5,"{""en"": 5}",9,7.090076835776092,unknown,,0,1,1,0,1,0,0,0,1,4.498948507704253,0.4010514922957471
ChIJRyW66n0JxkcRT0fgeEGBE-Q,Hotel V Fizeaustraat,"bar,establishment,food,lodging,point_of_interest,restaurant",4.6,1684.0,,52.3453606,4.9255584,"Fizeaustraat 2, Amsterdam",OPERATIONAL,"Upscale, fashionable hotel featuring a restaurant & a bar, as well as a terrace.",https://hotelv.com/,+31 20 662 3233,american,reviews,en,1.0,5,"{""en"": 5}",10,7.429520842786462,american,,0,1,0,1,0,0,0,0,0,4.531905255649614,0.0680947443503852
ChIJmQ18zsILxkcRpgWLzGTHUbs,Sandwich Express,"establishment,food,point_of_interest,restaurant",4.4,66.0,,52.3324205,4.93912,"Dorpsplein 51, Duivendrecht",OPERATIONAL,,http://www.sandwich-express.nl/,+31 20 699 2571,unknown,,en,1.0,5,"{""en"": 5}",10,4.204692619390966,unknown,,0,1,0,0,0,0,0,0,0,4.730787862040499,-0.3307878620404985
ChIJk_8NWTYLxkcRSDVeIf8Zp10,Café Jansen Bajeskwartier,"cafe,establishment,food,point_of_interest,restaurant,store",4.6,100.0,,52.33696399999999,4.9261598,"H.J.E. Wenckebachweg 10, Amsterdam",OPERATIONAL,,https://www.cafejansen.nl/,+31 20 280 7010,french,reviews,en,1.0,5,"{""en"": 5}",10,4.61512051684126,french,,0,1,1,0,0,0,0,0,1,4.693137968194717,-0.09313796819471776
ChIJSSBgQ2QLxkcRtCVU_h-09U4,Tid Din Thai Cuisine,"establishment,food,point_of_interest,restaurant",4.7,79.0,,52.3373877,4.9321337,"Duivendrechtsekade 71, Amsterdam",OPERATIONAL,,http://www.tiddinthaicuisine.com/,+31 6 30324264,thai,name,en,1.0,5,"{""en"": 5}",10,4.382026634673881,thai,,0,1,0,0,0,0,0,0,0,4.490139637523533,0.20986036247646744
ChIJNXABpcsLxkcRA-WgfVPoCyw,Tenshisushi & Thai Cuisine,"establishment,food,meal_takeaway,point_of_interest,restaurant",4.5,67.0,,52.33251509999999,4.9388742,"Dorpsplein 56, Duivendrecht",OPERATIONAL,,https://www.tenshisushi.nl/,+31 6 52646912,thai,name,en,1.0,5,"{""en"": 5}",10,4.219507705176107,thai,,0,1,0,0,1,0,0,0,0,4.684927782060733,-0.18492778206073268
ChIJSbNfzcILxkcR_xVFXzJbZso,New York Pizza,"establishment,food,meal_delivery,meal_takeaway,point_of_interest,restaurant",3.6,83.0,2.0,52.33281179999999,4.9392173,"Dorpsplein 70, Duivendrecht",OPERATIONAL,"Pies, subs, baked pastas & other Italian faves are served at this standard eat-in & take-out spot.",https://www.newyorkpizza.nl/?store=170&utm_medium=organic&utm_source=GMBlisting,+31 20 226 0056,italian,name,en,1.0,5,"{""en"": 5}",10,4.430816798843313,italian,,0,1,0,0,1,1,0,0,0,3.6825117684008255,-0.08251176840082541
ChIJkf8azcILxkcRHGC2pFsjD2E,Casa Lisa,"bar,establishment,food,point_of_interest,restaurant",4.8,179.0,1.0,52.3327144,4.9392971,"Dorpsplein 72, Duivendrecht",OPERATIONAL,,http://www.casalisa.nl/,+31 20 737 1621,spanish,reviews,en,1.0,5,"{""en"": 5}",10,5.19295685089021,spanish,,0,1,0,1,0,0,0,0,0,4.57403233060953,0.22596766939046997
ChIJVSUvBkMLxkcRR0JqcXaXaoE,Restaurant De Eeterij,"establishment,food,point_of_interest,restaurant",4.8,196.0,,52.3327237,4.9393704,"Dorpsplein 73-74, Duivendrecht",OPERATIONAL,,https://mymenuweb.com/nl/restaurants/841549/?utm_source=google_profile&utm_medium=google_profile&utm_campaign=admin,+31 20 227 9829,italian,reviews,en,1.0,5,"{""en"": 5}",10,5.2832037287379885,italian,,0,1,0,0,0,0,0,0,0,4.485462109954845,0.31453789004515453
ChIJlYJTM90LxkcRwrGzikbQuR0,Eetcafe de Snackerij,"bar,establishment,food,meal_takeaway,point_of_interest,restaurant",4.4,183.0,,52.3328709,4.939568,"Dorpsplein 75, Duivendrecht",OPERATIONAL,,https://www.deeeterij.com/,+31 20 690 9862,unknown,,en,1.0,5,"{""en"": 5}",10,5.214935757608986,unknown,,0,1,0,1,1,0,0,0,0,4.629992593019162,-0.22999259301916197
ChIJQaTmeX0JxkcRI-RfnAyRPZE,Friet van Oost,"establishment,food,point_of_interest,restaurant",4.6,327.0,,52.3446299,4.927475299999999,"Fizeaustraat 15, Amsterdam",OPERATIONAL,,https://www.frietvanoost.nl/,+31 20 221 7048,unknown,,en,1.0,5,"{""en"": 5}",10,5.793013608384144,unknown,,0,1,0,0,0,0,0,0,0,4.572425362809181,0.027574637190818763
